Player,From,To,Pos,Ht,Wt,Birth Date,Colleges,ID
Lorenzo Romar,1981,1985,G,6’1,175,"November 13, 1958",Washington,"Lorenzo RomarNovember 13, 1958"
Lorenzo Williams,1993,2000,F-C,6’9,200,July 15 1969,Stetson University,Lorenzo WilliamsJuly 15 1969
Lou Amundson,2007,2016,F-C,6’9,220,"December 7, 1982",UNLV,"Lou AmundsonDecember 7, 1982"
Lou Hudson,1967,1979,F-G,6’5,210,July 11 1944,Minnesota,Lou Hudson*July 11 1944
Lou Roe,1996,1997,F,6’7,220,July 14 1972,UMass,Lou RoeJuly 14 1972
Lou Spicer,1947,1947,F,6’2,195,"November 12, 1922",Syracuse,"Lou SpicerNovember 12, 1922"
Lou Tsioropoulos,1957,1959,F,6’5,190,"August 31, 1930",Kentucky,"Lou TsioropoulosAugust 31, 1930"
Lou Williams,2006,2022,G,6’1,175,"October 27, 1986",,"Lou WilliamsOctober 27, 1986"
Louie Dampier,1968,1979,G,6’0,170,"November 20, 1944",Kentucky,"Louie Dampier*November 20, 1944"
Louie Nelson,1974,1978,G,6’3,190,"May 28, 1951",Washington,"Louie NelsonMay 28, 1951"
Louis King,2020,2022,F,6’7,205,"April 6, 1999",Oregon,"Louis KingApril 6, 1999"
Louis Orr,1981,1988,F,6’8,175,"May 7, 1958",Syracuse,"Louis OrrMay 7, 1958"
Lowes Moore,1981,1983,G,6’1,170,"May 5, 1957",West Virginia,"Lowes MooreMay 5, 1957"
Loy Petersen,1969,1970,G,6’5,205,July 26 1945,Oregon State,Loy PetersenJuly 26 1945
Loy Vaught,1991,2001,F,6’9,230,"February 27, 1968",Michigan,"Loy VaughtFebruary 27, 1968"
Loyd King,1972,1973,G,6’2,180,"May 29, 1949",Virginia Tech,"Loyd KingMay 29, 1949"
Luc Longley,1992,2001,C,7’2,265,"January 19, 1969",New Mexico,"Luc LongleyJanuary 19, 1969"
Luc Mbah a Moute,2009,2020,F,6’8,230,"September 9, 1986",UCLA,"Luc Mbah a MouteSeptember 9, 1986"
Lucas Nogueira,2015,2018,C,7-0,241,July 26 1992,,Lucas NogueiraJuly 26 1992
Lucious Harris,1994,2005,G,6’5,190,"December 18, 1970",Cal State Long Beach,"Lucious HarrisDecember 18, 1970"
Lucius Allen,1970,1979,G,6’2,175,"September 26, 1947",UCLA,"Lucius AllenSeptember 26, 1947"
Luguentz Dort,2020,2022,G,6’3,215,"April 19, 1999",Arizona State,"Luguentz DortApril 19, 1999"
Luis Montero,2016,2018,G,6’7,185,"April 6, 1993",Westchester CC,"Luis MonteroApril 6, 1993"
Luis Scola,2008,2017,F,6’9,240,"April 30, 1980",,"Luis ScolaApril 30, 1980"
Luka Don?i?,2019,2022,G-F,6’7,230,"February 28, 1999",,"Luka Don?i?February 28, 1999"
Luka Garza,2022,2022,F-C,6’11,235,"December 27, 1998",Iowa,"Luka GarzaDecember 27, 1998"
Luka Šamani?,2020,2021,F,6’10,227,"January 9, 2000",,"Luka Šamani?January 9, 2000"
Luke Babbitt,2011,2018,F,6’9,225,June 20 1989,Nevada,Luke BabbittJune 20 1989
Luke Harangody,2011,2012,F,6’8,246,"January 2, 1988",Notre Dame,"Luke HarangodyJanuary 2, 1988"
Luke Jackson,1965,1972,F-C,6’9,240,"October 31, 1941",University of Texas Rio Grande Valley,"Luke JacksonOctober 31, 1941"
Luke Jackson,2005,2008,F,6’7,215,"November 6, 1981",Oregon,"Luke JacksonNovember 6, 1981"
Luke Kennard,2018,2022,G,6’5,206,June 24 1996,Duke,Luke KennardJune 24 1996
Luke Kornet,2018,2022,F,7’2,250,July 15 1995,Vanderbilt,Luke KornetJuly 15 1995
Luke Ridnour,2004,2015,G,6’2,175,"February 13, 1981",Oregon,"Luke RidnourFebruary 13, 1981"
Luke Schenscher,2006,2007,C,7’1,255,"December 31, 1982",Georgia Tech,"Luke SchenscherDecember 31, 1982"
Luke Walton,2004,2013,F,6’8,235,"March 28, 1980",Arizona,"Luke WaltonMarch 28, 1980"
Luke Witte,1974,1976,C,7-0,235,"October 19, 1950",Ohio State,"Luke WitteOctober 19, 1950"
Luke Zeller,2013,2013,C,6’11,245,"April 7, 1987",Notre Dame,"Luke ZellerApril 7, 1987"
Luol Deng,2005,2019,F,6’9,237,"April 16, 1985",Duke,"Luol DengApril 16, 1985"
Luther Green,1970,1973,F,6’7,190,"November 13, 1946",Long Island University,"Luther GreenNovember 13, 1946"
Luther Head,2006,2011,G,6’3,185,"November 26, 1982",Illinois,"Luther HeadNovember 26, 1982"
Luther Rackley,1970,1974,C,6’10,220,June 11 1946,Xavier,Luther RackleyJune 11 1946
Luther Wright,1994,1994,C,7’2,270,September 22 1971,Seton Hall,Luther WrightSeptember 22 1971
Lynn Greer,2007,2007,G,6’2,175,"October 23, 1979",Temple,"Lynn GreerOctober 23, 1979"
Lynn Shackelford,1970,1970,F,6’5,190,"August 27, 1947",UCLA,"Lynn ShackelfordAugust 27, 1947"
M.J. Walker,2022,2022,G,6’5,213,"March 28, 1998",Florida State,"M.J. WalkerMarch 28, 1998"
M.L. Carr,1976,1985,F-G,6’6,205,"January 9, 1951",Guilford College,"M.L. CarrJanuary 9, 1951"
Maalik Wayns,2013,2014,G,6’2,200,"May 2, 1991",Villanova,"Maalik WaynsMay 2, 1991"
Mac McClung,2022,2022,G,6’2,185,"January 6, 1999",Georgetown Texas Tech,"Mac McClungJanuary 6, 1999"
Mac Otten,1950,1950,F-C,6’7,220,"December 16, 1925",Bowling Green,"Mac OttenDecember 16, 1925"
Maceo Baston,2003,2009,F,6’9,215,"May 29, 1975",Michigan,"Maceo BastonMay 29, 1975"
Maciej Lampe,2004,2006,C,6’11,275,"February 5, 1985",,"Maciej LampeFebruary 5, 1985"
Mack Calvin,1970,1981,G,6’0,165,July 27 1947,USC,Mack CalvinJuly 27 1947
Mack Daughtry,1971,1971,G,6’3,175,July 20 1946,Albany State University,Mack DaughtryJuly 20 1946
Magic Johnson,1980,1996,G-F,6’9,215,"August 14, 1959",Michigan State,"Magic Johnson*August 14, 1959"
Mahmoud Abdul-Rauf,1991,2001,G,6’1,162,"March 9, 1969",LSU,"Mahmoud Abdul-RaufMarch 9, 1969"
Major Jones,1980,1985,F,6’9,225,July 9 1953,Albany State University,Major JonesJuly 9 1953
Makhtar N'Diaye,1999,1999,F,6’8,245,"December 12, 1973",Michigan UNC,"Makhtar N'DiayeDecember 12, 1973"
Mal Graham,1968,1969,G,6’1,185,"February 23, 1945",NYU,"Mal GrahamFebruary 23, 1945"
Mal McMullen,1950,1951,F-C,6’5,210,"August 23, 1927",Xavier,"Mal McMullenAugust 23, 1927"
Malachi Richardson,2017,2019,G,6’6,205,"January 5, 1996",Syracuse,"Malachi RichardsonJanuary 5, 1996"
Malcolm Brogdon,2017,2022,G,6’5,229,"December 11, 1992",Virginia,"Malcolm BrogdonDecember 11, 1992"
Malcolm Delaney,2017,2018,G,6’3,190,"March 11, 1989",Virginia Tech,"Malcolm DelaneyMarch 11, 1989"
Malcolm Hill,2022,2022,F,6’6,220,"October 26, 1995",Illinois,"Malcolm HillOctober 26, 1995"
Malcolm Lee,2012,2015,G,6’5,200,"May 22, 1990",UCLA,"Malcolm LeeMay 22, 1990"
Malcolm Mackey,1994,1994,F-C,6’9,248,July 11 1970,Georgia Tech,Malcolm MackeyJuly 11 1970
Malcolm Miller,2018,2020,F,6’7,210,"March 6, 1993",Holy Cross,"Malcolm MillerMarch 6, 1993"
Malcolm Thomas,2012,2015,F,6’9,225,"November 8, 1988",Pepperdine San Diego State,"Malcolm ThomasNovember 8, 1988"
Malik Allen,2002,2011,F-C,6’10,255,June 27 1978,Villanova,Malik AllenJune 27 1978
Malik Beasley,2017,2022,G,6’4,187,"November 26, 1996",Florida State,"Malik BeasleyNovember 26, 1996"
Malik Hairston,2009,2010,G,6’6,220,"February 23, 1987",Oregon,"Malik HairstonFebruary 23, 1987"
Malik Monk,2018,2022,G,6’3,200,"February 4, 1998",Kentucky,"Malik MonkFebruary 4, 1998"
Malik Newman,2020,2022,G,6’3,190,"February 21, 1997",Mississippi State Kansas,"Malik NewmanFebruary 21, 1997"
Malik Rose,1997,2009,F-C,6’7,250,"November 23, 1974",Drexel,"Malik RoseNovember 23, 1974"
Malik Sealy,1993,2000,G,6’8,190,"February 1, 1970",St. John's,"Malik SealyFebruary 1, 1970"
Mamadi Diakite,2021,2022,F,6’9,228,"January 21, 1997",Virginia,"Mamadi DiakiteJanuary 21, 1997"
Mamadou N'Diaye,2001,2005,C,7-0,255,June 16 1975,Auburn,Mamadou N'DiayeJune 16 1975
Mangok Mathiang,2018,2018,C-F,6’10,230,"October 8, 1992",Louisville,"Mangok MathiangOctober 8, 1992"
Manny Harris,2011,2017,G,6’5,185,September 21 1989,Michigan,Manny HarrisSeptember 21 1989
Manny Leaks,1969,1974,C-F,6’8,225,"November 27, 1945",Niagara University,"Manny LeaksNovember 27, 1945"
Manu Ginóbili,2003,2018,G,6’6,205,July 28 1977,,Manu Ginóbili*July 28 1977
Manute Bol,1986,1995,C,7’7,200,"October 16, 1962",University of Bridgeport,"Manute BolOctober 16, 1962"
Marc Gasol,2009,2021,C,6’11,255,"January 29, 1985",,"Marc GasolJanuary 29, 1985"
Marc Iavaroni,1983,1989,F,6’8,210,September 15 1956,Virginia,Marc IavaroniSeptember 15 1956
Marc Jackson,2001,2007,C,6’10,270,"January 16, 1975",VCU Temple,"Marc JacksonJanuary 16, 1975"
Marcelo Huertas,2016,2017,G,6’3,200,"May 25, 1983",,"Marcelo HuertasMay 25, 1983"
Marcin Gortat,2008,2019,C-F,6’11,240,"February 17, 1984",,"Marcin GortatFebruary 17, 1984"
Marco Belinelli,2008,2020,G-F,6’5,220,"March 25, 1986",,"Marco BelinelliMarch 25, 1986"
Marcus Banks,2004,2011,G,6’2,200,"November 19, 1981",UNLV,"Marcus BanksNovember 19, 1981"
Marcus Brown,1997,2000,G,6’3,185,"April 3, 1974",Murray State,"Marcus BrownApril 3, 1974"
Marcus Camby,1997,2013,C-F,6’11,220,"March 22, 1974",UMass,"Marcus CambyMarch 22, 1974"
Marcus Cousin,2011,2011,C,6’11,245,"December 18, 1986",Seton Hall Houston,"Marcus CousinDecember 18, 1986"
Marcus Derrickson,2019,2019,F,6’7,249,"February 1, 1996",Georgetown,"Marcus DerricksonFebruary 1, 1996"
Marcus Garrett,2022,2022,G,6’5,205,"November 9, 1998",Kansas,"Marcus GarrettNovember 9, 1998"
Marcus Georges-Hunt,2017,2018,G,6’5,216,"March 28, 1994",Georgia Tech,"Marcus Georges-HuntMarch 28, 1994"
Marcus Haislip,2003,2010,F,6’10,230,"December 22, 1980",Tennessee,"Marcus HaislipDecember 22, 1980"
Marcus Landry,2010,2010,F,6’7,230,"November 1, 1985",Wisconsin,"Marcus LandryNovember 1, 1985"
Marcus Liberty,1991,1994,F,6’8,205,"October 27, 1968",Illinois,"Marcus LibertyOctober 27, 1968"
Marcus Morris,2012,2022,F,6’8,218,"September 2, 1989",Kansas,"Marcus MorrisSeptember 2, 1989"
Marcus Paige,2018,2018,G,6’1,175,September 11 1993,UNC,Marcus PaigeSeptember 11 1993
Marcus Smart,2015,2022,G,6’3,220,"March 6, 1994",Oklahoma State,"Marcus SmartMarch 6, 1994"
Marcus Thornton,2010,2017,G,6’4,205,June 5 1987,LSU,Marcus ThorntonJune 5 1987
Marcus Vinicius,2007,2008,F,6’8,225,"May 31, 1984",,"Marcus ViniciusMay 31, 1984"
Marcus Webb,1993,1993,F-C,6’9,255,"May 9, 1970",Alabama,"Marcus WebbMay 9, 1970"
Marcus Williams,2007,2010,G,6’3,205,"December 3, 1985",UConn,"Marcus WilliamsDecember 3, 1985"
Marcus Williams,2008,2009,F,6’7,205,"November 18, 1986",Arizona,"Marcus WilliamsNovember 18, 1986"
Mardy Collins,2007,2010,G,6’6,220,"August 4, 1984",Temple,"Mardy CollinsAugust 4, 1984"
Marial Shayok,2020,2020,G,6’5,198,July 26 1995,Virginia Iowa State,Marial ShayokJuly 26 1995
Mario Bennett,1996,2000,F,6’6,235,"August 1, 1973",Arizona State,"Mario BennettAugust 1, 1973"
Mario Chalmers,2009,2018,G,6’2,190,"May 19, 1986",Kansas,"Mario ChalmersMay 19, 1986"
Mario Elie,1991,2001,G-F,6’5,210,"November 26, 1963",American International College,"Mario ElieNovember 26, 1963"
Mario Hezonja,2016,2020,F-G,6’8,220,"February 25, 1995",,"Mario HezonjaFebruary 25, 1995"
Mario Kasun,2005,2006,C,7’1,260,"April 5, 1980",,"Mario KasunApril 5, 1980"
Mario West,2008,2011,G,6’5,210,June 19 1984,Georgia Tech,Mario WestJune 19 1984
Mark Acres,1988,1993,F-C,6’11,220,"November 15, 1962",Oral Roberts,"Mark AcresNovember 15, 1962"
Mark Aguirre,1982,1994,F-G,6’6,232,"December 10, 1959",DePaul,"Mark AguirreDecember 10, 1959"
Mark Alarie,1987,1991,F,6’8,217,"December 11, 1963",Duke,"Mark AlarieDecember 11, 1963"
Mark Baker,1999,1999,G,6’1,175,"November 11, 1969",Ohio State,"Mark BakerNovember 11, 1969"
Mark Blount,2001,2009,C,7-0,230,"November 30, 1975",Pitt,"Mark BlountNovember 30, 1975"
Mark Bradtke,1997,1997,C-F,6’10,265,"September 27, 1968",,"Mark BradtkeSeptember 27, 1968"
Mark Bryant,1989,2003,F-C,6’9,245,"April 25, 1965",Seton Hall,"Mark BryantApril 25, 1965"
Mark Crow,1978,1978,F,6’7,210,"October 22, 1954",Duke,"Mark CrowOctober 22, 1954"
Mark Davis,1989,1989,F-G,6’6,195,June 8 1963,Old Dominion,Mark DavisJune 8 1963
Mark Davis,1996,2000,G-F,6’7,210,"April 26, 1973",Howard College Texas Tech,"Mark DavisApril 26, 1973"
Mark Eaton,1983,1993,C,7’4,275,"January 24, 1957",UCLA,"Mark EatonJanuary 24, 1957"
Mark Hendrickson,1997,2000,F,6’9,220,June 23 1974,Washington State,Mark HendricksonJune 23 1974
Mark Jackson,1988,2004,G,6’1,180,"April 1, 1965",St. John's,"Mark JacksonApril 1, 1965"
Mark Jones,1984,1984,G,6’1,175,"April 10, 1961",St. Bonaventure,"Mark JonesApril 10, 1961"
Mark Jones,2005,2005,G,6’6,215,"May 25, 1975",Minnesota Central Florida,"Mark JonesMay 25, 1975"
Mark Landsberger,1978,1984,F-C,6’8,215,"May 21, 1955",Minnesota Arizona State,"Mark LandsbergerMay 21, 1955"
Mark Macon,1992,1999,G,6’5,185,"April 14, 1969",Temple,"Mark MaconApril 14, 1969"
Mark Madsen,2001,2009,F,6’9,240,"January 28, 1976",Stanford,"Mark MadsenJanuary 28, 1976"
Mark McNamara,1983,1991,C-F,6’11,235,June 8 1959,Santa Clara California,Mark McNamaraJune 8 1959
Mark Minor,1973,1973,F,6’6,215,"May 14, 1950",Ohio State,"Mark MinorMay 14, 1950"
Mark Olberding,1976,1987,F,6’8,225,"April 21, 1956",Minnesota,"Mark OlberdingApril 21, 1956"
Mark Pope,1998,2005,F,6’10,235,September 11 1972,Washington Kentucky,Mark PopeSeptember 11 1972
Mark Price,1987,1998,G,6’0,170,"February 15, 1964",Georgia Tech,"Mark PriceFebruary 15, 1964"
Mark Radford,1982,1983,G,6’4,190,July 5 1959,Oregon State,Mark RadfordJuly 5 1959
Mark Randall,1992,1995,F,6’8,235,"September 30, 1967",Kansas,"Mark RandallSeptember 30, 1967"
Mark Sibley,1974,1974,G,6’2,175,"November 13, 1950",Northwestern,"Mark SibleyNovember 13, 1950"
Mark Strickland,1995,2003,F,6’9,210,July 14 1970,Temple,Mark StricklandJuly 14 1970
Mark Wade,1988,1990,G,5’11,160,"October 15, 1965",Oklahoma UNLV,"Mark WadeOctober 15, 1965"
Mark West,1984,2000,C-F,6’10,230,"November 5, 1960",Old Dominion,"Mark WestNovember 5, 1960"
Mark Workman,1953,1954,F-C,6’9,215,"March 10, 1930",West Virginia,"Mark WorkmanMarch 10, 1930"
Markel Brown,2015,2018,G,6’3,190,"January 29, 1992",Oklahoma State,"Markel BrownJanuary 29, 1992"
Markieff Morris,2012,2022,F,6’9,245,"September 2, 1989",Kansas,"Markieff MorrisSeptember 2, 1989"
Marko Guduric,2020,2020,G,6’6,201,"March 8, 1995",,"Marko GuduricMarch 8, 1995"
Marko Jari?,2003,2009,G,6’7,198,"October 12, 1978",,"Marko Jari?October 12, 1978"
Marko Mili?,1998,1999,G-F,6’6,235,"May 7, 1977",,"Marko Mili?May 7, 1977"
Marko Simonovic,2022,2022,C,6’11,216,"October 15, 1999",,"Marko SimonovicOctober 15, 1999"
Markus Howard,2021,2022,G,5’10,175,"March 3, 1999",Marquette,"Markus HowardMarch 3, 1999"
Marlbert Pradd,1968,1969,G,6’3,170,"November 17, 1944",Dillard University,"Marlbert PraddNovember 17, 1944"
Marlon Garnett,1999,1999,G,6’2,186,July 3 1975,Santa Clara,Marlon GarnettJuly 3 1975
Marlon Maxey,1993,1994,F,6’8,250,"February 19, 1969",Minnesota Texas-El Paso,"Marlon MaxeyFebruary 19, 1969"
Marlon Redmond,1979,1980,G,6’6,188,"April 15, 1955",San Francisco,"Marlon RedmondApril 15, 1955"
Marques Bolden,2020,2021,C,6’10,249,"April 17, 1998",Duke,"Marques BoldenApril 17, 1998"
Marques Bragg,1996,1996,F,6’8,230,"March 24, 1970",Providence,"Marques BraggMarch 24, 1970"
Marques Johnson,1978,1990,F-G,6’7,218,"February 8, 1956",UCLA,"Marques JohnsonFebruary 8, 1956"
Marquese Chriss,2017,2022,F,6’9,240,July 2 1997,Washington,Marquese ChrissJuly 2 1997
Marquis Daniels,2004,2013,G-F,6’6,200,"January 7, 1981",Auburn,"Marquis DanielsJanuary 7, 1981"
Marquis Teague,2013,2018,G,6’2,189,"February 28, 1993",Kentucky,"Marquis TeagueFebruary 28, 1993"
Marreese Speights,2009,2018,C-F,6’10,255,"August 4, 1987",Florida,"Marreese SpeightsAugust 4, 1987"
Marshall Hawkins,1950,1950,F,6’3,205,"August 3, 1924",Tennessee,"Marshall HawkinsAugust 3, 1924"
Marshall Plumlee,2017,2018,C,7-0,250,July 14 1992,Duke,Marshall PlumleeJuly 14 1992
Marshall Rogers,1977,1977,G,6’1,190,"August 27, 1953",University of Texas Rio Grande Valley,"Marshall RogersAugust 27, 1953"
MarShon Brooks,2012,2019,G-F,6’5,200,"January 26, 1989",Providence,"MarShon BrooksJanuary 26, 1989"
Martell Webster,2006,2015,G-F,6’7,230,"December 4, 1986",,"Martell WebsterDecember 4, 1986"
Martin Lewis,1996,1997,F,6’5,210,"April 28, 1975",Butler County Community College Seward County Community College,"Martin LewisApril 28, 1975"
Martin Müürsepp,1997,1998,F,6’9,235,"September 26, 1974",,"Martin MüürseppSeptember 26, 1974"
Martin Nessley,1988,1988,C,7’2,260,"February 16, 1965",Duke,"Martin NessleyFebruary 16, 1965"
Marty Byrnes,1979,1983,F,6’7,215,"April 30, 1956",Syracuse,"Marty ByrnesApril 30, 1956"
Marty Conlon,1992,2000,F-C,6’10,224,"January 19, 1968",Providence,"Marty ConlonJanuary 19, 1968"
Marty Passaglia,1947,1949,G,6’1,170,"April 22, 1919",Santa Clara,"Marty PassagliaApril 22, 1919"
Martynas Andriuškevi?ius,2006,2006,C,7’2,240,"March 12, 1986",,"Martynas Andriuškevi?iusMarch 12, 1986"
Marv Roberts,1972,1977,F-C,6’8,200,"January 29, 1950",Utah State University,"Marv RobertsJanuary 29, 1950"
Marv Schatzman,1950,1950,F,6’5,200,"February 18, 1927",Saint Louis,"Marv SchatzmanFebruary 18, 1927"
Marv Winkler,1971,1972,G,6’1,164,"February 18, 1948",Louisiana,"Marv WinklerFebruary 18, 1948"
Marvin Bagley III,2019,2022,F-C,6’11,235,"March 14, 1999",Duke,"Marvin Bagley IIIMarch 14, 1999"
Marvin Barnes,1975,1980,F-C,6’8,210,July 27 1952,Providence,Marvin BarnesJuly 27 1952
Marvin Webster,1976,1987,C,7’1,225,"April 13, 1952",Morgan State University,"Marvin WebsterApril 13, 1952"
Marvin Williams,2006,2020,F,6’8,237,June 19 1986,UNC,Marvin WilliamsJune 19 1986
Mason Jones,2021,2022,G,6’4,200,July 21 1998,Connors State College Arkansas,Mason JonesJuly 21 1998
Mason Plumlee,2014,2022,C-F,6’11,254,"March 5, 1990",Duke,"Mason PlumleeMarch 5, 1990"
Mateen Cleaves,2001,2006,G,6’2,205,"September 7, 1977",Michigan State,"Mateen CleavesSeptember 7, 1977"
Matisse Thybulle,2020,2022,G,6’5,201,"March 4, 1997",Washington,"Matisse ThybulleMarch 4, 1997"
Matt Barnes,2004,2017,F,6’7,226,"March 9, 1980",UCLA,"Matt BarnesMarch 9, 1980"
Matt Bonner,2005,2016,F,6’10,235,"April 5, 1980",Florida,"Matt BonnerApril 5, 1980"
Matt Bullard,1991,2002,F,6’10,215,June 5 1967,Colorado Iowa,Matt BullardJune 5 1967
Matt Carroll,2004,2013,G,6’6,212,"August 28, 1980",Notre Dame,"Matt CarrollAugust 28, 1980"
Matt Costello,2018,2018,F,6’9,245,"August 5, 1993",Michigan State,"Matt CostelloAugust 5, 1993"
Matt Geiger,1993,2002,C,7-0,243,September 10 1969,Auburn Georgia Tech,Matt GeigerSeptember 10 1969
Matt Guokas,1947,1947,F,6’3,195,"November 11, 1915",Saint Joseph's,"Matt GuokasNovember 11, 1915"
Matt Guokas,1967,1976,G-F,6’5,175,"February 25, 1944",Saint Joseph's,"Matt GuokasFebruary 25, 1944"
Matt Harpring,1999,2009,F,6’7,231,"May 31, 1976",Georgia Tech,"Matt HarpringMay 31, 1976"
Matt Maloney,1997,2003,G,6’3,192,"December 6, 1971",Vanderbilt Penn,"Matt MaloneyDecember 6, 1971"
Matt Mazza,1950,1950,F,6’3,210,September 23 1923,Michigan State,Matt MazzaSeptember 23 1923
Matt Mooney,2020,2022,G,6’3,199,"February 7, 1997",Air Force South Dakota Texas Tech,"Matt MooneyFebruary 7, 1997"
Matt Othick,1993,1993,G,6’2,165,"March 16, 1969",Arizona,"Matt OthickMarch 16, 1969"
Matt Steigenga,1997,1997,F,6’7,225,"March 27, 1970",Michigan State,"Matt SteigengaMarch 27, 1970"
Matt Thomas,2020,2022,G,6’4,190,"August 4, 1994",Iowa State,"Matt ThomasAugust 4, 1994"
Matt Walsh,2006,2006,G-F,6’6,205,"December 2, 1982",Florida,"Matt WalshDecember 2, 1982"
Matt Wenstrom,1994,1994,C,7’1,250,"November 4, 1970",UNC,"Matt WenstromNovember 4, 1970"
Matt Williams,2018,2018,G,6’5,210,"October 14, 1993",Central Florida,"Matt WilliamsOctober 14, 1993"
Matt Zunic,1949,1949,G-F,6’3,195,"December 19, 1919",George Washington,"Matt ZunicDecember 19, 1919"
Matthew Aitch,1968,1968,F,6’7,230,September 21 1944,Michigan State,Matthew AitchSeptember 21 1944
Matthew Dellavedova,2014,2021,G,6’3,200,"September 8, 1990",Saint Mary's,"Matthew DellavedovaSeptember 8, 1990"
Maurice Ager,2007,2011,G,6’5,202,"February 9, 1984",Michigan State,"Maurice AgerFebruary 9, 1984"
Maurice Baker,2005,2005,G,6’1,175,July 28 1979,Oklahoma State,Maurice BakerJuly 28 1979
Maurice Carter,2004,2004,G,6’5,210,"October 12, 1976",LSU,"Maurice CarterOctober 12, 1976"
Maurice Cheeks,1979,1993,G,6’1,180,"September 8, 1956",West Texas A&M University,"Maurice Cheeks*September 8, 1956"
Maurice Evans,2002,2012,G,6’5,220,"November 8, 1978",Wichita State Texas,"Maurice EvansNovember 8, 1978"
Maurice Harkless,2013,2022,F-G,6’7,220,"May 11, 1993",St. John's,"Maurice HarklessMay 11, 1993"
Maurice King,1960,1963,G,6’2,195,"March 12, 1935",Kansas,"Maurice KingMarch 12, 1935"
Maurice Lucas,1975,1988,F-C,6’9,215,"February 18, 1952",Marquette,"Maurice LucasFebruary 18, 1952"
Maurice Martin,1987,1988,F-G,6’6,200,July 2 1964,Saint Joseph's,Maurice MartinJuly 2 1964
Maurice McHartley,1968,1970,G-F,6’3,185,"August 1, 1942",North Carolina A&T,"Maurice McHartleyAugust 1, 1942"
Maurice Ndour,2017,2017,F,6’9,200,June 18 1992,Ohio University,Maurice NdourJune 18 1992
Maurice Stokes,1956,1958,F-C,6’7,232,June 17 1933,Saint Francis University,Maurice Stokes*June 17 1933
Maurice Taylor,1998,2007,F,6’9,260,"October 30, 1976",Michigan LSU,"Maurice TaylorOctober 30, 1976"
Max Morris,1950,1950,F-C,6’2,195,"March 14, 1925",Northwestern,"Max MorrisMarch 14, 1925"
Max Strus,2020,2022,G,6’5,215,"March 28, 1996",Lewis (IL) DePaul,"Max StrusMarch 28, 1996"
Max Zaslofsky,1947,1956,G-F,6’2,170,"December 7, 1925",St. John's,"Max ZaslofskyDecember 7, 1925"
